rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
6278,fuck you  man. you can pick on garden state  but leave pushing daisies alone.,1,fuck you  man you can pick on garden state  but leave pushing daisies alone,0.613540009,-0.43990237,13.09182136,-2.469259932,0,0,1,0.071428571,14,0,0,1,0.071428571
6279,Fuck you  McGaffigan. I WANT TO GO. NAO!,1,fuck you  mcgaffigan i want to go nao,1.222140765,-0.594204388,5.916617023,0,0.777777778,0.444444444,1,0.125,8,0,0,1,0.125
6280,fuck you  merten.,1,fuck you  merten,1.273112705,-0.428421207,11.30309561,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6281,fuck you and miami Jake. Its like 17 degrees out here.,0,fuck you and miami jake its like 17 degrees out here,0.720791115,-0.564007139,11.30309561,-2.239483733,0.166666667,0.083333333,1,0.090909091,11,1,0.090909091,1,0.090909091
6282,Fuck you and your family.,1,fuck you and your family,1.270886193,-0.852672597,0,0,0.166666667,0,1,0.2,5,0,0,1,0.2
6283,Fuck you and your snow! Or  bring some of it down here? ;),1,fuck you and your snow or  bring some of it down here ,0.954076176,-0.880356781,8.198682067,0,0.125,0,1,0.083333333,12,0,0,1,0.083333333
6284,fuck you and your weather...I will beat you soon with the california sun and constant 75 degree weather! You just wait and see!,0,fuck you and your weatheri will beat you soon with the california sun and constant 75 degree weather you just wait and see,0.64667417,-0.457243889,25.1511687,0,0.074074074,0.074074074,1,0.043478261,23,0,0,1,0.043478261
6285,fuck you dom,1,fuck you dom,1.027684348,-0.594657424,11.30309561,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6286,fuck you haha,1,fuck you haha,1.591416433,-0.579312795,11.30309561,-3.902184413,0,0,1,0.333333333,3,0,0,1,0.333333333
6287,fuck you I miss the island,0,fuck you i miss the island,1.276821074,-0.762081891,11.30309561,0,0.166666667,0.166666667,1,0.166666667,6,0,0,2,0.333333333
6288,FUCK YOU I TOLD YOU I CAN COOK,0,fuck you i told you i can cook,1.278794006,-0.681438664,0,0,1,1,1,0.125,8,0,0,1,0.125
6289,Fuck you Ian  I know you're using a joke book!,1,fuck you ian  i know youre using a joke book,1.04715315,-0.580836272,9.157612481,0,0.25,0.083333333,1,0.1,10,0,0,2,0.2
6290,fuck you just keep getting cooler  first with the movie and now you're watching The Office  good job lol :D,0,fuck you just keep getting cooler  first with the movie and now youre watching the office  good job lol d,0.852736647,-0.612775311,14.54409107,-9.192962688,0.136363636,0.045454545,1,0.05,20,1,0.05,1,0.05
6291,fuck you man  I'm a vegetarian today! That just makes it harder.,1,fuck you man  im a vegetarian today that just makes it harder,1.147686622,-0.53385123,20.70894015,0,0.133333333,0.066666667,1,0.083333333,12,0,0,1,0.083333333
6292,fuck you man lol they are like one of by favourite bands  you should get me some free merch lol,0,fuck you man lol they are like one of by favourite bands  you should get me some free merch lol,0.85012653,-0.619634493,14.78167619,-4.91404926,0,0,1,0.05,20,2,0.1,1,0.05
6293,fuck you op,1,fuck you op,1.162862316,-0.451438791,11.30309561,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6294,FUCK YOU RIGHT IN THE FILTHY PUCKERING SPHINCTER YOU CALL A SOUL!,1,fuck you right in the filthy puckering sphincter you call a soul,0.77954626,-0.511321853,5.916617023,0,0.923076923,0.923076923,1,0.083333333,12,1,0.083333333,2,0.166666667
6295,fuck you shane lol,1,fuck you shane lol,1.224270809,-0.489091563,11.30309561,0,0,0,1,0.25,4,0,0,1,0.25
6296,Fuck you! Learn to surf NA!,1,fuck you learn to surf na,1.199310815,-0.504086936,11.83323405,0,0.375,0.125,1,0.166666667,6,0,0,1,0.166666667
6297,FUCK YOU!!!!! I'M DIVORCING UR FUCKING ASS!!!!! HMP!!!,1,fuck you im divorcing ur fucking ass hmp,0.931778541,-0.460368521,76.9160213,0,0.409090909,0.363636364,3,0.375,8,0,0,2,0.25
6298,fuck you.,1,fuck you,1.781661914,-0.794516127,11.30309561,0,0,0,1,0.5,2,0,0,1,0.5
6299,Fuck!  That just reminded me that I forgot to bring back the bagels from my grandma's!,0,fuck  that just reminded me that i forgot to bring back the bagels from my grandmas,0.995858579,-0.634320757,15.66563584,-1.595019492,0.157894737,0.052631579,1,0.0625,16,0,0,1,0.0625
6300,Fuck! Are you dead?,0,fuck are you dead,1.172019914,-0.775299513,8.198682067,0,0.333333333,0,1,0.25,4,0,0,2,0.5
6301,"FUCK! Good one!! Staying with TC  Maverick & Goose singing ""Lost that loving feeling"" Oh my  that HAS to be top 3...",0,fuck good one staying with tc  maverick  goose singing lost that loving feeling oh my  that has to be top 3,0.624431702,-0.406538619,31.95186407,-2.674565527,0.321428571,0.142857143,1,0.047619048,21,3,0.142857143,2,0.095238095
6302,FUCK! hahaha well that sucks xD,0,fuck hahaha well that sucks xd,1.109873741,-0.387472277,10.34556708,-1.545074325,0.285714286,0.142857143,2,0.333333333,6,1,0.166666667,2,0.333333333
6303,fuck!!! imstars. aufeminin. com/ stars/fan/ my-chemical- romance/ my-chemical- romance- 20080121-366383. jpg *take out spaces,0,fuck imstars aufeminin com starsfan mychemical romance mychemical romance 20080121366383 jpg take out spaces,0.011928003,-0.132322665,29.05294668,0,0,0,1,0.071428571,14,0,0,1,0.071428571
6304,Fuck.,1,fuck,1.155775547,-0.749418566,0,0,0.5,0,1,1,1,0,0,1,1
6305,FUCK.,1,fuck,1.155775547,-0.749418566,0,0,0.5,0.5,1,1,1,0,0,1,1
6306,fuck. :( &lt;3,1,fuck  lt3,0.506409759,-0.562188634,1.763958806,-2.843804223,0,0.142857143,1,0.5,2,0,0,1,0.5
6307,Fuck. So much pressure. But as good as Swingers is... He was a fucking pussy with his girlfriend. So I have to go with Made.,0,fuck so much pressure but as good as swingers is he was a fucking pussy with his girlfriend so i have to go with made,1.043197995,-0.591039656,13.55188723,-6.966807568,0.296296296,0.037037037,3,0.12,25,1,0.04,2,0.08
6308,fuck. YOU. Lost the game.,0,fuck you lost the game,1.069614765,-0.842495729,0,0,0.333333333,0,1,0.2,5,0,0,2,0.4
6309,Fuck.. didn't pay them enough I guess.,0,fuck didnt pay them enough i guess,1.033326519,-0.52852306,2.843260865,0,0.222222222,0.111111111,1,0.142857143,7,1,0.142857143,1,0.142857143
6310,fuck...  lemme know if you'd like to work at criagslist,1,fuck  lemme know if youd like to work at criagslist,0.951999169,-0.597585076,13.31793465,-5.377044856,0,0,1,0.090909091,11,2,0.181818182,1,0.090909091
6311,fuck...I forgot,0,fucki forgot,0.094698841,-0.099330323,13.31793465,0,0.25,0.25,0,0,2,0,0,0,0
6312,fuckery is always welcomed..only second to hate. Speaking of which...I haven't told you how much I hate you lately,1,fuckery is always welcomedonly second to hate speaking of whichi havent told you how much i hate you lately,0.789876592,-0.55119828,6.833872142,-4.2384176,0.136363636,0.090909091,0,0,19,0,0,2,0.105263158
6313,Fuckin A it does!!!! HAHA How the fuck are you my fucking friend?,0,fuckin a it does haha how the fuck are you my fucking friend,1.141912315,-0.780813246,45.78218418,0,0.222222222,0.111111111,3,0.230769231,13,0,0,2,0.153846154
6314,fucking awesome - I need to play that again,0,fucking awesome  i need to play that again,1.203976454,-0.663502118,10.36658964,0,0.111111111,0.111111111,1,0.125,8,1,0.125,1,0.125
6315,Fucking awesome!,0,fucking awesome,0.711728295,-0.5584334,5.916617023,0,0.333333333,0,1,0.5,2,1,0.5,1,0.5
6316,Fucking awesome! LOL!,0,fucking awesome lol,0.896380426,-0.536313185,11.83323405,0,0.4,0.2,1,0.333333333,3,1,0.333333333,1,0.333333333
6317,fucking awesome. Happy holiday.,0,fucking awesome happy holiday,0.43835113,-0.338575718,8.530555434,0,0.2,0,1,0.25,4,2,0.5,1,0.25
6318,fucking ayeeeeee,1,fucking ayeeeeee,0.294823471,-0.540078924,8.530555434,0,0,0,1,0.5,2,0,0,1,0.5
6319,FUCKING ELLAS A RETARDED CUNT ALOT OF PEOPLE COULD DO A BETETER JOB THEN HERE SHES RACIST AGAINST BLACKS,1,fucking ellas a retarded cunt alot of people could do a beteter job then here shes racist against blacks,0.46836009,-0.435516667,0,0,1,1,2,0.105263158,19,0,0,4,0.210526316
6320,Fucking great movie!! Made my girl sit down & watch it the other...I got drunk and she cried...I love that movie....,0,fucking great movie made my girl sit down  watch it the otheri got drunk and she criedi love that movie,0.65513177,-0.706790118,25.66379721,-7.73510583,0.137931034,0.068965517,1,0.05,20,2,0.1,2,0.1
6321,Fucking hell  I need to train!,0,fucking hell  i need to train,1.113570654,-0.661414965,5.916617023,0,0.285714286,0.142857143,2,0.333333333,6,0,0,2,0.333333333
6322,Fucking incredible. He rocked harder than anyone I've ever seen.,0,fucking incredible he rocked harder than anyone ive ever seen,0.394309859,-0.318462131,0,-5.323079491,0.25,0.083333333,1,0.1,10,1,0.1,1,0.1
6323,fucking iPhone auto correct.,0,fucking iphone auto correct,0.16933149,-0.189146236,8.530555434,0,0.2,0,1,0.25,4,1,0.25,1,0.25
6324,fucking stupid chat people are fucking idiots! Read what I said so I don't have to repeat myself five fucking times!,1,fucking stupid chat people are fucking idiots read what i said so i dont have to repeat myself five fucking times,0.846622264,-0.498459506,41.80854455,-10.76114187,0.125,0.083333333,3,0.142857143,21,0,0,5,0.238095238
6325,Fucking tell me about it... So much for protecting the investors eh?,1,fucking tell me about it so much for protecting the investors eh,0.90114893,-0.60857202,4.296904088,-2.049835935,0.142857143,0,1,0.083333333,12,0,0,1,0.083333333
6326,Fucking useless ... Sling the Disability Discrimination Act at em !!!bloody terrible !!,0,fucking useless  sling the disability discrimination act at em bloody terrible ,0.244990933,-0.118788705,31.59792416,0,0.294117647,0,2,0.181818182,11,0,0,5,0.454545455
6327,Fukin sun's blinding.... Reflecting off my damn phone screen,1,fukin suns blinding reflecting off my damn phone screen,0.25704855,-0.188117348,4.011206635,0,0.166666667,0,1,0.111111111,9,0,0,2,0.222222222
6328,Full confidence in your ability to kick ass in the new work... *raises a glass in spirit*,0,full confidence in your ability to kick ass in the new work raises a glass in spirit,0.597434701,-0.657082058,9.331408819,-6.602473843,0.055555556,0,1,0.058823529,17,2,0.117647059,0,0
6329,funny ass movie,0,funny ass movie,0.773433099,-0.45541234,7.316569775,-1.780536951,0,0,1,0.333333333,3,0,0,1,0.333333333
6330,funny how folks get mad @ southern kids makin up dance songs..then a grown ass man does it and its all good cos he prod ether,0,funny how folks get mad  southern kids makin up dance songsthen a grown ass man does it and its all good cos he prod ether,0.648439805,-0.37609187,18.36078309,-5.557362973,0,0,1,0.04,25,1,0.04,2,0.08
6331,Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),1,funny i always thought job security is dependent to how much ass you can kiss wait i guess they are one of the same if you think,0.994303403,-0.665510884,9.598634819,-5.81212665,0.166666667,0.066666667,1,0.037037037,27,0,0,1,0.037037037
6332,Funny that the guy's last name is Dick...bwaha! :-D,1,funny that the guys last name is dickbwaha d,0.763506021,-0.675516995,13.32755046,-2.843804223,0.214285714,0,0,0,9,0,0,1,0.111111111
6333,FYI: That leggy gay moose is a Cariboo btw.. :) Happy holidays!,0,fyi that leggy gay moose is a cariboo btw  happy holidays,0.50955964,-0.393543864,11.55677929,-5.687608446,0.266666667,0.066666667,1,0.090909091,11,1,0.090909091,0,0
6334,G'morning - It mos def sucks. The automated stuff hardly ever helps... :-(,0,gmorning  it mos def sucks the automated stuff hardly ever helps ,0.562137488,-0.269891425,2.014839044,-8.166883714,0.1875,0,1,0.090909091,11,0,0,1,0.090909091
6335,GA has finally let out is inner ass and now everyone hates him :D,1,ga has finally let out is inner ass and now everyone hates him d,0.584404886,-0.501320169,7.316569775,-2.843804223,0.133333333,0.133333333,1,0.071428571,14,0,0,1,0.071428571
6336,Gah fuck off  tainting my private account with new followers. xD,1,gah fuck off  tainting my private account with new followers xd,0.303464651,-0.502500819,11.30309561,0,0.181818182,0,1,0.090909091,11,0,0,1,0.090909091
6337,gah!  Damn you spoilers!  I'm only on season threeeeee!,1,gah  damn you spoilers  im only on season threeeeee,0.701786233,-0.516930117,21.2540329,0,0.153846154,0.076923077,1,0.111111111,9,0,0,1,0.111111111
6338,gah. Hard to know which team to hate more. Usually the Bears  but maybe not this year.,0,gah hard to know which team to hate more usually the bears  but maybe not this year,0.794162663,-0.69439434,1.975772233,-5.991543271,0.166666667,0,0,0,17,0,0,2,0.117647059
6339,GAH. I am twitching to read  the next book but I have to wait until Saturday. I'm going crazy. DAMN YOU STEPHANIE MEYER,0,gah i am twitching to read  the next book but i have to wait until saturday im going crazy damn you stephanie meyer,0.815519745,-0.523085453,1.715456077,-5.009901677,0.375,0.291666667,1,0.043478261,23,0,0,2,0.086956522
6340,Gah. I hate mosquitoes.,0,gah i hate mosquitoes,0.877975658,-0.476779624,1.975772233,0,0.4,0.2,0,0,4,0,0,1,0.25
6341,gahh it sucks...   ):  but hey... Closer till the 27th,0,gahh it sucks     but hey closer till the 27th,0.741356056,-0.363316277,6.622593945,-5.313064155,0.076923077,0,1,0.111111111,9,0,0,1,0.111111111
6342,Game Junkie. I still want to play with you someday. I wish I knew some good games ):  /deadpoor You'd probably kick my ass  though.,0,game junkie i still want to play with you someday i wish i knew some good games   deadpoor youd probably kick my ass  though,0.758721102,-0.50354981,7.316569775,-5.642540211,0.214285714,0.107142857,1,0.041666667,24,1,0.041666667,0,0
6343,gawd  i hate it when it does that!,0,gawd  i hate it when it does that,1.376630693,-0.673335018,9.728423462,-2.608439604,0,0,0,0,8,0,0,1,0.125
6344,gay + high on crack + Razor sharp vagina? sounds like @andymn to me,1,gay + high on crack + razor sharp vagina sounds like andymn to me,0.526684489,-0.288312055,11.57527424,-2.239483733,0.0625,0,2,0.142857143,14,2,0.142857143,1,0.071428571
6345,Gay fag.,1,gay fag,0.243477773,-0.461698378,0,0,0.333333333,0,2,1,2,0,0,0,0
6346,Gay men love me. Wait till they all start Twittering each other. They will find the @cheeky_geeky.,0,gay men love me wait till they all start twittering each other they will find the cheekygeeky,0.491717999,-0.592466731,1.864321176,-4.174031928,0.210526316,0,1,0.058823529,17,1,0.058823529,0,0
6347,gay people have just as much of a right to be as miserable as straight people! ;),1,gay people have just as much of a right to be as miserable as straight people ,1.06681707,-0.673038576,11.55677929,-2.540641744,0,0,1,0.0625,16,1,0.0625,1,0.0625
6348,Gay!,1,gay,0.582601393,-0.834860958,5.916617023,0,0.5,0,1,1,1,0,0,0,0
6349,gay. Too hungry.,0,gay too hungry,0.784741779,-0.299267391,0,0,0.25,0,1,0.333333333,3,0,0,0,0
6350,Gearhound would be PC  my wife calls me a gear whore;) Icelantic is a new company out of Boulder  Co.,0,gearhound would be pc  my wife calls me a gear whore icelantic is a new company out of boulder  co,0.414183963,-0.54894307,3.816385619,-4.201702561,0.217391304,0.043478261,1,0.05,20,0,0,1,0.05
6351,Gee  I don't what my favorite is - the constant whining  projectile vomiting or the volcanic ass eruptions. Super pumped! ;-&gt;,0,gee  i dont what my favorite is  the constant whining  projectile vomiting or the volcanic ass eruptions super pumped gt,0.493319063,-0.311586782,17.84040647,-14.29271573,0.111111111,0.037037037,1,0.05,20,2,0.1,3,0.15
6352,geeeeez. i hope you're wrong. bc i was a real fucking asshole. and it's only fun to be an asshole if you can stay anonymous.,0,geeeeez i hope youre wrong bc i was a real fucking asshole and its only fun to be an asshole if you can stay anonymous,0.927453522,-0.606044372,13.76791848,-9.981870167,0,0,3,0.12,25,1,0.04,2,0.08
6353,Geek. Only because nerd is to harsh.,0,geek only because nerd is to harsh,0.713610018,-0.621442442,0,0,0.25,0,0,0,7,0,0,1,0.142857143
6354,geez what crawled up ur ass my man im just messing with u...take a joke...,0,geez what crawled up ur ass my man im just messing with utake a joke,0.774110111,-0.443277119,23.94120045,-8.727189431,0,0,1,0.066666667,15,0,0,2,0.133333333
6355,geez..me too but I HATE waking up this early,0,geezme too but i hate waking up this early,0.967122028,-0.458630629,1.919928277,-3.970543266,0.222222222,0.222222222,0,0,9,0,0,1,0.111111111
6356,gelizzy is a cool ass name,0,gelizzy is a cool ass name,0.863819182,-0.54274612,7.316569775,0,0,0,1,0.166666667,6,1,0.166666667,0,0
6357,GENUOIS BITCH LOL,0,genuois bitch lol,0.704651904,-0.456465087,0,0,1,1,1,0.333333333,3,0,0,1,0.333333333
6358,George Lucas' Guide to Sucking Cock?,1,george lucas guide to sucking cock,0.188181788,-0.235535798,2.282065044,0,0.625,0,1,0.166666667,6,0,0,0,0
6359,Get it  &#191;? Damn . And now you people  @yuuppiitsannee and @hiiemily  see why I'm terrible.,0,get it  191 damn  and now you people  yuuppiitsannee and hiiemily  see why im terrible,0.969087246,-0.523484862,11.12942268,0,0.166666667,0.083333333,1,0.066666667,15,0,0,2,0.133333333
6360,get it for PC only  360 one sucks balls. Totally worth getting a new desktop for.,0,get it for pc only  360 one sucks balls totally worth getting a new desktop for,0.680188208,-0.51331203,4.297724995,-2.674565527,0.117647059,0.117647059,2,0.125,16,1,0.0625,1,0.0625
6361,get on messenger already whore.,1,get on messenger already whore,0.385966418,-0.623771556,7.309920508,0,0,0,1,0.2,5,0,0,1,0.2
6362,GET OUT HERE!  :)  come on bro  enjoy some so cal sun!  hate to rub it in  but yes  it's beautiful again today,0,get out here    come on bro  enjoy some so cal sun  hate to rub it in  but yes  its beautiful again today,0.767056992,-0.66446802,17.59409962,-9.718872621,0.111111111,0.111111111,0,0,22,2,0.090909091,1,0.045454545
6363,get out of my fucking brain!  I am not yours!,1,get out of my fucking brain  i am not yours,0.952848367,-0.844572993,22.06859862,-1.824507483,0.083333333,0.083333333,1,0.1,10,0,0,1,0.1
6364,get some damn sleep! Sleepy Time tea is my savior  serious,1,get some damn sleep sleepy time tea is my savior  serious,0.678122306,-0.445072367,7.621426162,0,0.166666667,0,1,0.090909091,11,1,0.090909091,1,0.090909091
6365,Get the fuck out of my head. I was just thinking about doing a video to that song YESTERDAY!  We have ESPN!,0,get the fuck out of my head i was just thinking about doing a video to that song yesterday  we have espn,1.031819351,-0.782623868,24.97236386,-6.217907515,0.208333333,0.125,1,0.045454545,22,0,0,1,0.045454545
6366,Get used to it.  WaMu's been fucking me over with my live-check deposits since I opened the account 2 years ago.  5 day  90% hold.,0,get used to it  wamus been fucking me over with my livecheck deposits since i opened the account 2 years ago  5 day  90 hold,0.568014766,-0.55203565,10.52692303,-1.682707413,0.107142857,0.142857143,1,0.04,25,0,0,1,0.04
6367,get yer own damn beer!,0,get yer own damn beer,0.583853535,-0.419450635,7.621426162,0,0,0,1,0.2,5,0,0,1,0.2
6368,get your ass here !!!,1,get your ass here ,0.994024758,-0.880763238,26.77122998,0,0,0,1,0.25,4,0,0,0,0
6369,Get your ass home LOL,0,get your ass home lol,1.048736437,-0.662904749,7.316569775,0,0.4,0.2,1,0.2,5,0,0,0,0
6370,GET your fucking act together! Can't you see what a waste you are? Look around you fucktard  the world is waiting. TICK.TOCK.,0,get your fucking act together cant you see what a waste you are look around you fucktard  the world is waiting ticktock,0.754670567,-0.650877042,19.57249837,-5.322379237,0.153846154,0.038461538,1,0.045454545,22,0,0,2,0.090909091
6371,getting up at 5am to BBQ a full pig all day for annual New Year party at friends.  Nothing like fresh pig right off the grill. oh ya,0,getting up at 5am to bbq a full pig all day for annual new year party at friends  nothing like fresh pig right off the grill oh ya,0.586994473,-0.578102873,1.919928277,-2.239483733,0.142857143,0.035714286,0,0,28,3,0.107142857,2,0.071428571
6372,gimme their twitter and I'll bitch them out! you should get a discount :),0,gimme their twitter and ill bitch them out you should get a discount ,0.919065948,-0.629521194,15.88645928,-2.843804223,0.058823529,0.058823529,1,0.076923077,13,0,0,1,0.076923077
6373,"Girl  talked to Black Milk on the phn for an hour. Watching ""Big Bang Theory"" drunk as fuck  eating cereal & its cold in the D.",1,girl  talked to black milk on the phn for an hour watching big bang theory drunk as fuck  eating cereal  its cold in the d,0.583589023,-0.373973195,21.60692691,-4.959451599,0.275862069,0.034482759,1,0.04,25,0,0,3,0.12
6374,Girl  UnSung has had me riveted all damn night. Been recording them and everything but I'm sitting up watching. They are so good!,0,girl  unsung has had me riveted all damn night been recording them and everything but im sitting up watching they are so good,0.838388457,-0.546979646,9.552001376,-9.346399736,0.2,0.04,1,0.043478261,23,1,0.043478261,1,0.043478261
6375,girl I feel your pain  I have a COLD 2! I want to cry :( I HATE being sick :( &gt;sniff sniff...T sick 2...both sick,0,girl i feel your pain  i have a cold 2 i want to cry  i hate being sick  gtsniff snifft sick 2both sick,0.823953157,-0.55818287,11.71025392,-8.22825019,0.2,0.257142857,0,0,23,0,0,7,0.304347826
6376,girl these kids are lazy these days  you gotta stay on them.  my oldest is a neat freak  but those other two..... DAMN!,0,girl these kids are lazy these days  you gotta stay on them  my oldest is a neat freak  but those other two damn,0.672736692,-0.636739373,9.720181818,-2.469259932,0.037037037,0.037037037,1,0.041666667,24,1,0.041666667,3,0.125
6377,girl you late..lol that kinky ass show has been on for about a month.,0,girl you latelol that kinky ass show has been on for about a month,0.928458814,-0.577782094,10.94132973,-3.732543348,0,0,2,0.142857143,14,0,0,0,0
6378,GIRL YOU MADE ME SPIT!!! ROFLMAO!!!! YOU ARE TOO DAMN MUCH!!!!!!!!!,0,girl you made me spit roflmao you are too damn much,0.925766541,-0.509314089,94.66587237,0,0.407407407,0.407407407,1,0.090909091,11,0,0,1,0.090909091
6379,girl...I just did a post on that damn snuggie...I'm so mad that I didn't think of that first,0,girli just did a post on that damn snuggieim so mad that i didnt think of that first,1.047142754,-0.646751114,15.8852234,-4.912178748,0.125,0.125,1,0.055555556,18,0,0,2,0.111111111
6380,girlfriend where the fuck did u find that photo! lmao!,1,girlfriend where the fuck did u find that photo lmao,0.810094047,-0.583322686,29.45377038,-1.533647297,0,0,2,0.2,10,0,0,1,0.1
6381,give @ffckatg a break. Her body is awash with hormones (whore-moans) right now.,0,give ffckatg a break her body is awash with hormones whoremoans right now,0.514598091,-0.454522361,1.864321176,0,0.058823529,0,0,0,13,1,0.076923077,1,0.076923077
6382,Give them info about real Christians. The Episcopal Bishop in NH is openly gay and has been amazing influence on our state.,0,give them info about real christians the episcopal bishop in nh is openly gay and has been amazing influence on our state,0.473614571,-0.490071964,7.42888802,-7.499904444,0.260869565,0.043478261,1,0.045454545,22,2,0.090909091,0,0
6383,glad everyone is okay. it just sucks because he was looking forward to going for so long and then something happens!,0,glad everyone is okay it just sucks because he was looking forward to going for so long and then something happens,1.05108122,-0.571776518,12.29091616,-1.627429836,0,0,1,0.047619048,21,1,0.047619048,1,0.047619048
6384,glad to hear you can surf; sucks about your eye tho :(,0,glad to hear you can surf sucks about your eye tho ,0.980344462,-0.513694298,2.592915856,-4.893640158,0,0,1,0.090909091,11,1,0.090909091,1,0.090909091
6385,glad to hear you got comments and not just DM's. I love to hear people work it out  not bitch and hide ;),0,glad to hear you got comments and not just dms i love to hear people work it out  not bitch and hide ,1.112890172,-0.675556009,8.265033116,-7.823046894,0.083333333,0.041666667,1,0.045454545,22,3,0.136363636,1,0.045454545
6386,Glad you are feeling better man...NOW GET BACK TO WORK DAMN IT!!!!!! :-),0,glad you are feeling better mannow get back to work damn it ,1.140172439,-0.587977461,39.28831262,-2.843804223,0.347826087,0.304347826,1,0.083333333,12,3,0.25,1,0.083333333
6387,gloria gets too many damn breaks on the shw!  i guess she's gonna fill kay's head w/who knws what!!,0,gloria gets too many damn breaks on the shw  i guess shes gonna fill kays head wwho knws what,0.549028063,-0.413183893,29.57435429,-11.42865392,0,0,1,0.05,20,0,0,2,0.1
6388,gluten and dairy free mix from @traderjoes . Damn good! i highly recommend.  Silk soy egg nog's not so bad either :D,0,gluten and dairy free mix from traderjoes  damn good i highly recommend  silk soy egg nogs not so bad either d,0.493604107,-0.216770787,9.77730579,-11.67050679,0.115384615,0.038461538,1,0.047619048,21,3,0.142857143,2,0.095238095
6389,go cowboys!!!! Yup I said it. Two tears in a bucket.. Fuck it lol,1,go cowboys yup i said it two tears in a bucket fuck it lol,0.806900415,-0.545311927,23.66646809,-2.200824614,0.222222222,0.055555556,1,0.071428571,14,0,0,1,0.071428571
6390,go fuck yourself,0,go fuck yourself,0.694118741,-0.774716469,11.30309561,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6391,go fuck yourself.,1,go fuck yourself,0.694118741,-0.774716469,11.30309561,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6392,Go girl! Use that power! ;) (That's pretty fucking cool.),0,go girl use that power  thats pretty fucking cool,0.768195955,-0.545446734,24.19619128,0,0.176470588,0,1,0.111111111,9,2,0.222222222,1,0.111111111
6393,GO GIVE YOUR GAY LADYBOY HUSBAND AN OILY BODY MASSAGE WHY DON'T YOU. AND @yourscenesucks yes its true.,1,go give your gay ladyboy husband an oily body massage why dont you and yourscenesucks yes its true,0.72022156,-0.461486235,1.864321176,-4.963610836,0.714285714,0.619047619,1,0.055555556,18,0,0,0,0
6394,go kick that owner's ass.,0,go kick that owners ass,0.801890901,-0.657454956,11.14897157,0,0,0,1,0.2,5,0,0,0,0
6395,Go look at my profile....it's the sixth one down. Do I need to come over and bogart the sticky stuff from your ass?,0,go look at my profileits the sixth one down do i need to come over and bogart the sticky stuff from your ass,0.80114257,-0.686719848,13.60984145,-4.269585019,0.111111111,0.037037037,1,0.043478261,23,0,0,1,0.043478261
6396,go to urgent care? He does but he kissed me and smacked my ass hahaha. Yum.,0,go to urgent care he does but he kissed me and smacked my ass hahaha yum,0.872626312,-0.410348288,13.3800181,-2.469259932,0.111111111,0,1,0.0625,16,0,0,1,0.0625
6397,god a free cure show! damn!  I didn't know about this & I live close! ugh lucky lucky how was it??,1,god a free cure show damn  i didnt know about this  i live close ugh lucky lucky how was it,0.949431082,-0.533389247,26.92120083,-5.508584539,0.074074074,0.074074074,1,0.05,20,4,0.2,2,0.1
6398,God Damn !! Ok ... How about Peter Duncan then ?,1,god damn  ok  how about peter duncan then ,0.724231226,-0.239012098,16.13013813,-2.049835935,0.5,0,1,0.125,8,0,0,1,0.125
6399,god damn =/ i remember when i was a pateint gg it sucked so bad i didint get any pain killers dumbasss nurses their omfg...,0,god damn = i remember when i was a pateint gg it sucked so bad i didint get any pain killers dumbasss nurses their omfg,0.608431019,-0.367941136,3.719648183,-11.4807566,0,0,1,0.04,25,0,0,4,0.16
6400,God damn it  Louis!,1,god damn it  louis,1.048189791,-0.307959555,5.916617023,0,0.4,0,1,0.25,4,0,0,1,0.25
6401,God damn the Mets hahah :(,0,god damn the mets hahah ,0.730990814,-0.457711593,0,-2.843804223,0.285714286,0,1,0.2,5,0,0,1,0.2
6402,god damn you beat me this time.,0,god damn you beat me this time,1.202769833,-0.639954624,0,0,0,0,1,0.142857143,7,0,0,1,0.142857143
6403,god damn you.,1,god damn you,1.639298682,-0.427333684,0,0,0,0,1,0.333333333,3,0,0,1,0.333333333
6404,God damn. That's some stocking up.,1,god damn thats some stocking up,0.820982058,-0.388492155,3.916295868,0,0.25,0,1,0.166666667,6,0,0,1,0.166666667
6405,God I hate that movie.,0,god i hate that movie,1.415053456,-0.667055824,3.811806439,-1.780536951,0.333333333,0.166666667,0,0,5,0,0,1,0.2
6406,god that show sucks...,0,god that show sucks,1.186349765,-0.434047092,6.443789106,0,0,0,1,0.25,4,0,0,1,0.25
6407,god that sucks. that's how my job was for like the last 6 months or so i was there. thank frank for internet access yeah?! ;),0,god that sucks thats how my job was for like the last 6 months or so i was there thank frank for internet access yeah ,0.904187739,-0.515139681,15.66419012,-10.66159076,0,0.033333333,1,0.04,25,2,0.08,1,0.04
6408,GOD. You HATE US  don't you  George?! ::runs away crying::,1,god you hate us  dont you  george runs away crying,0.775726981,-0.259734418,11.04194293,-11.42953356,0.3125,0.125,0,0,10,0,0,1,0.1
